ticker,field,value
FAST UW,CIE_DES,"Fastenal Company sells industrial and construction supplies products. The Company offers fasteners, cutting tools, metal working, lifting, hardware, plumbing, lubricant, and other related products. Fastenal Company serves weld-to-length bandsaw blades, custom sling fabrication, inspection, custom packaging, calibration, tool repairing, and custom logo program worldwide."
FBIN UN,CIE_DES,"Fortune Brands Innovations, Inc. provides home and security products. The Company offers kitchen and bath cabinetry, plumbing, accessories, windows material, door systems, security, and storage solutions. Fortune Brands Innovations serves customers worldwide."
FCN UN,CIE_DES,"FTI Consulting, Inc. provides corporate finance and restructuring, economic, forensic and litigation, strategic communications, and technology consulting services. The Company offers restructuring, bankruptcy and performance improvement, antitrust, business valuation and intellectual property, forensic accounting, corporate communications, and computer forensics services."
FCNCA UW,CIE_DES,"First Citizens BancShares, Inc. of North Carolina is the holding company for First-Citizens Bank & Trust Company and Ironstone Bank. First-Citizens serves North Carolina, Virginia, and West Virginia. Ironstone operates in Georgia, North Carolina, and Florida."
FISV UW,CIE_DES,"Fiserv, Inc. provides integrated information management and electronic commerce systems and services. The Company's solutions include transaction processing, electronic bill payment and presentment, business process outsourcing, document distribution services, and software and systems solutions."
FITB UW,CIE_DES,"Fifth Third Bancorp is a diversified financial services company that operates banking centers in the Midwestern and Southeastern regions of the United States. The Company's principal businesses include retail banking, commercial banking, investment advisory, and data processing."
FIVE UW,CIE_DES,"Five Below, Inc. operates as a specialty value retailer. The Company offers phone cases, led lights, headphones, chargers, crafts, clothing, stationery, party supplies, candy, sports, media, beauty, books, and pet products. Five Below serves its customers throughout the United States."
FIVN UQ,CIE_DES,"Five9, Inc. provides cloud contact center software. The Company offers real-time and historical reporting, recording, quality monitoring, workforce, and customer relationship management integrations. Five9 serves customers worldwide."
FLO UN,CIE_DES,"Flowers Foods, Inc. produces and markets packaged bakery foods for retail and foodservice customers. The Company offers fresh packaged and frozen bakery products such as breads, buns and rolls, cakes, pastries, doughnuts, and other snacks. Flowers Foods serves online retailers and restaurants in the United States."
FLS UN,CIE_DES,"Flowserve Corporation designs, manufactures, distributes, and services industrial flow management equipment throughout the world. The Company provides pumps, valves, and mechanical seals primarily for the refinery and pipeline segments of the petroleum, chemical processing, power generation, and water treatment industries."
FLT UN,CIE_DES,"FLEETCOR Technologies, Inc. operates as a business payments company. The Company offers payment solutions which help businesses control, simplify, and secure payment for fuel, general payables, toll, and lodging expenses. FLEETCOR Technologies serves customers worldwide."
FMC UN,CIE_DES,"FMC Corporation provides agricultural solutions. The Company offers herbicides, insecticides and miticides, fungicides, harvest aids, and other crop chemicals used for seed corn, potatoes, sorghum, sweet corn, cotton, tobacco, sunflowers, grapes, and other related products. FMC serves customers worldwide."
FNB UN,CIE_DES,"F.N.B. Corporation of Pennsylvania operates as a diversified financial services company founded in 1864. The Company, through its subsidiaries, provides a full range of financial commercial and consumer banking and wealth management solutions. F.N.B. serves customers in the United States."
FND UN,CIE_DES,"Floor & Decor Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, retails tile, wood, laminate, and natural stone flooring along with decorative and installation accessories. Floor & Decor Holdings serves customers in the United States."
KMB UN,CIE_DES,"Kimberly-Clark Corporation is a global health and hygiene company that manufactures and provides consumer products. The Company's products include diapers, tissues, paper towels, incontinence care products, surgical gowns, and disposable face masks. Kimberly-Clark's products are sold in countries around the world."
