ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
COMP UN,COMPASS INC - CLASS A,"Compass, Inc. operates as a real estate technology company. The Company provides an online platform that supports buying, renting, and selling real estate asset workflow. Compass serves customers worldwide.",Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CONN UW,CONN'S INC,"Conn's, Inc. operates as a specialty retailer of consumer goods and related services. The Company offers various products including furniture, specialty mattresses, home appliances, consumer electronics, and home office products through both brick-and-mortar and online retail stores. Conn's owns and manages stores throughout the United States.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
COO UN,COOPER COS INC/THE,"The Cooper Companies, Inc. through its subsidiaries, develops, manufactures, and markets specialty healthcare products. The Company's products include contact lenses for the vision care market and diagnostic products, surgical instruments, and accessories for gynecologists and obstetricians.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
COOK UN,TRAEGER INC,"Traeger, Inc. manufactures outdoor cooking systems. The Company offers hardwood systems to grill, smoke, bake, roast, braise, and barbeque. Traeger serves customers in the United States.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
COOP UR,MR COOPER GROUP INC,Mr. Cooper Group Inc. provides financial services. The Company offers home loan services for single-family residences. Mr. Cooper Group serves clients in the United States.,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
COP UN,CONOCOPHILLIPS,"ConocoPhillips explores for, produces, transports, and markets crude oil, natural gas, natural gas liquids, liquefied natural gas, and bitumen on a worldwide basis.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CORT UR,CORCEPT THERAPEUTICS INC,"Corcept Therapeutics Inc. is a pharmaceutical company that discovers and develops drugs for the treatment of severe metabolic and psychiatric disorders. The Company's lead product modulates the effect of cortisol, also known as the ""stress hormone"", by selectively blocking the binding of cortisol to one of its two known receptors, the GR-II receptor.",Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COST UW,COSTCO WHOLESALE CORP,"Costco Wholesale Corporation is a membership warehouse club The Company sells all kinds of food, automotive supplies, toys, hardware, sporting goods, jewelry, electronics, apparel, health, and beauty aids, as well as other goods. Costco Wholesale serves customers worldwide.",Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
COTY UN,COTY INC-CL A,"Coty Inc. manufactures and distributes beauty products. The Company offers fragrances, color cosmetics, hygiene, sun care, and skin treatment products. Coty supplies its products to department stores, specialty retailers, mass-market retailers, and duty free shops in airports worldwide.",Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
COUR UN,COURSERA INC,"Coursera, Inc. operates as an online educational company. The Company partners with universities and organizations to offer classes on their platform. Coursera serves clients worldwide.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
CPA UN,COPA HOLDINGS SA-CLASS A,"Copa Holdings SA provides international airline passenger and cargo service. The Company provides scheduled flights to countries in North, Central and South America and the Caribbean. The Company also has codeshare arrangements with Continental Airlines.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
CPB UN,CAMPBELL SOUP CO,"Campbell Soup Company, with its subsidiaries, manufactures and markets branded convenience food products. The Company's core divisions include soups and sauces, biscuits and confectionery, and foodservice. Campbell's distributes its products worldwide.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CPE UN,CALLON PETROLEUM CO,"Callon Petroleum Company is an independent energy company. The Company focused on the acquisition, development, exploration, and operation of oil and gas properties. Callon Petroleum serves customers in the United States.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CPF UN,CENTRAL PACIFIC FINANCIAL CO,"Central Pacific Financial Corp, through its Central Pacific Bank subsidiary, provides a variety of banking services and products, including personal and business deposit instruments, commercial and consumer loans, credit and debit cards, merchant, traveler's checks, safe deposit boxes, and trust services. Central Pacific Financial operates in Hawaii.",Financials,Banks,Banks,Regional Banks
CPK UN,CHESAPEAKE UTILITIES CORP,"Chesapeake Utilities Corporation is a utility company that provides natural gas transmission and distribution, propane distribution, and information technology services. The Company distributes natural gas to residential, commercial, and industrial customers in Delaware, Maryland, and Florida. Chesapeake Utilities' propane is distributed to customers in Delaware, Maryland, and Virginia.",Utilities,Utilities,Gas Utilities,Gas Utilities
CPRI UN,CAPRI HOLDINGS LTD,"Capri Holdings Limited retails apparel. The Company offers fashion luxury women's and men's accessories, footwear, apparel, watches, jewelry, eyewear, and fragrance products, as well as provides delivery services. Capri Holdings serves customers worldwide.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CPRT UW,COPART INC,"Copart, Inc. provides vehicle suppliers, primarily insurance companies, with a variety of services to process and sell salvage vehicles through auctions. The Company offers salvaged vehicles that are primarily sold to licensed dismantlers, rebuilders, and used vehicle dealers. Copart serves customers worldwide.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CPRX UR,CATALYST PHARMACEUTICALS INC,"Catalyst Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company focuses on the development and commercialization of therapies for people with debilitating diseases. Catalyst Pharmaceuticals serves customers in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CPSI UW,COMPUTER PROGRAMS & SYSTEMS,"Computer Programs and Systems, Inc. provides healthcare IT solutions and services. The Company designs, develops, markets, installs, and supports computerized information technology systems to hospitals, as well as offers software and hardware products. Computer Programs and Systems serves clients in the United States.",Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CPSS UQ,CONSUMER PORTFOLIO SERVICES,"Consumer Portfolio Services, Inc. operates as a specialty finance company. The Company provides automobile financing to individuals. The Company purchases and services retail automobile contracts by franchised automobile dealers in the sale of new and used automobiles, light trucks, and passenger vans. Consumer Portfolio Services serves customers in the United States.",Financials,Financial Services,Consumer Finance,Consumer Finance
CPT UN,CAMDEN PROPERTY TRUST,Camden Property Trust is a self-administered and self-managed real estate investment trust. The Company owns and operates multifamily apartment communities. Camden Property Trust serves customers in the United States.,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
